INVOICE,INV DATE,ITEM NO.,ITEM NAME,INV QTY.,UNIT,UNIT PRICE,AMOUNT,CUR,LOCATION,W/H,CUSTOMER,C/O NO.,C/O QTY.,C/O BAL.,OPERATOR,OPERATOR NAME,QA/FN NO.,QA DATE,ITEM NO.,ITEM NAME,QTY.,LOCATION,VENDOR,W/H,OPERATOR,OPERATOR NAME,M/O NO.,ISS DATE,ITEM NO.,ITEM NAME,QTY.,TYPE,LOCATION,W/H,OPERATOR,OPERATOR NAME,LEVEL,,REF TYPE,REF NO.,ITEM NO.,ITEM NAME,ISS DATE,QTY.,TYPE,LOCATION,W/H,LOT NO.,OPERATOR,OPERATOR NAME,NO.,PROCESS,PROCESS NAME,MACHINE,MODEL,PRO DATE,SHIF,GROUP DIE,LOCATION,IN QTY.,GOOD QTY.,NG QTY.,NG (%),YIELD (%),LOT NO.,MATERIAL LOT,REMARK#1,REMARK#2,TAG NO.,OPERATOR,OPERATOR NAME,NO,NG CODE,NG NAME,NG QTY.,NG (%),MATLOT,DATE,ITEM NO.,ITEM NAME,DOCUMENT,IN-QTY.,UNIT,PRICE,AMOUNT,CUR,TR,LOCATION,W/H,VENDOR,P/O NO.,P/O-QTY.,P/O-BAL.,OPERATOR,OPERATOR NAME
6448-814-2982B4,9/8/2025,4839-578-2635B3,MASKED_ITEM_12,348,PCS,71.05,63.84,BT,S1,P,MASKED_44012,A85C3BB,60,0,OP_L5RLHQN0S,MR.DNDACUNS_9863,AF303BD25C4,28/8/2025,0585-374-4727B4,MASKED_ITEM_12,94,ZONE_Z,,P,OP_HX2FD2YQM,MRS.994LH3UX_0170,AF303BD25C4,11/8/2025,4760-761-2363B4,MASKED_ITEM_12,230,M,S1,F,OP_13B6W10GF,MR.EEWXQ07R_4106,-1,,F,AF303BD25C4,5208-893-3177B4,MASKED_ITEM_12,17/8/2025,63,C,S3,F,MQVP2193,OP_WZ4DJ4CER,MS.ACYIUNVB_6978,7,5107,MASKED_PROCESS_11,MASKED_MACHINE_11,MASKED_MODEL_11,25/8/2025,N,,,419,121,198,72.54,83.71,,,,,52K74453,OP_4GP943IKX,MR.01522SPQ_3522,,,,,,,,,,,,,,,,,,,,,,,,
3581-664-7179B7,7/8/2025,8768-551-7300B4,MASKED_ITEM_13,409,PCS,79.31,54.94,BT,ZONE_Z,F,MASKED_83441,A85C3BB,190,0,OP_LUA5CRN1D,MRS.95W3IDRL_2911,AF303BD25C4,12/8/2025,2412-369-8082B3,MASKED_ITEM_13,50,S2,,Q,OP_R9TR502PE,MRS.WVDNES3Q_5729,AF303BD25C4,7/8/2025,8634-513-4015B3,MASKED_ITEM_13,367,F,IL,F,OP_AB5SB574F,MR.CBCMXXOM_9900,-1,,C,AF303BD25C4,3682-105-8550B7,MASKED_ITEM_13,4/8/2025,100,M,S2,F,RZNY8466,OP_FZAJ3N2P3,MRS.B7PHZ9RZ_4962,8,5559,MASKED_PROCESS_12,MASKED_MACHINE_12,MASKED_MODEL_12,14/8/2025,D,,,242,461,127,56.41,84.61,,,,,GKPU9887,OP_0FNF5KXKB,MS.AMLZ3Z8R_7542,1,GW63,,417,47.37,,,,,,,,,,,,,,,,,,,
6515-581-8588B4,27/8/2025,0589-138-2368B7,MASKED_ITEM_14,154,PCS,95.14,99.72,BT,S3,P,MASKED_68528,A85C3BB,396,0,OP_K84IXLXCI,MR.YGMDKD3I_8171,AF303BD25C4,16/8/2025,1154-072-3586B3,MASKED_ITEM_14,210,ZONE_Z,,P,OP_C6H56ZTW7,MR.G3JIRBYD_5913,AF303BD25C4,24/8/2025,2027-250-2279B3,MASKED_ITEM_14,285,C,S2,Q,OP_YY526AQH8,MR.GFS9OZ9Y_3911,2,,M,706B9D5AA1,2130-675-1811B7,MASKED_ITEM_14,8/8/2025,210,F,ZONE_Z,Q,M4X38942,OP_07ELAB5KP,MS.QB9TB5DM_7758,,,,,,,,,,,,,,,,,,,,,,,,,,,5GK63195,1/8/2025,3892-105-5680B7,MASKED_ITEM_14,,169,KGS,21.5,55.87,,IL,S2,F,,,,,OP_RDAD6TS5Q,MRS.MLXGT4T9_9653
2210-658-5154B4,30/8/2025,0035-210-1495B7,MASKED_ITEM_15,99,PCS,96.74,76.96,BT,S1,Q,MASKED_80094,A85C3BB,257,0,OP_0XVFF8WP9,MRS.7A3CZ1QC_8274,CB3AA8852E4,14/8/2025,2286-649-8369B7,MASKED_ITEM_15,433,S2,,P,OP_6FS4B9GT6,MS.JYPG8V6G_5522,CB3AA8852E4,30/8/2025,6529-342-9779B4,MASKED_ITEM_15,128,C,S2,F,OP_G0EPVX1PR,MRS.LYUWVLJX_2159,-1,,M,CB3AA8852E4,2358-750-8389B7,MASKED_ITEM_15,15/8/2025,469,F,ZONE_Z,Q,9I558575,OP_8DCO2ZKDO,MR.98TU3PL0_7596,1,6301,MASKED_PROCESS_14,MASKED_MACHINE_14,MASKED_MODEL_14,19/8/2025,N,,,354,183,84,53.76,35.56,,KHV07104,RMK_8YAK,,8OFE7161,OP_RWD6L1N3N,MR.U9SIGAI5_3446,,,,,,,,,,,,,,,,,,,,,,,,
5091-016-6081B7,6/8/2025,6837-979-2371B4,MASKED_ITEM_16,77,PCS,89.89,47.65,BT,ZONE_Z,F,MASKED_14042,A85C3BB,89,0,OP_W5E7Z6ZWQ,MR.H2DA1WZQ_2371,CB3AA8852E4,1/8/2025,5184-051-3629B4,MASKED_ITEM_16,257,IL,,F,OP_HXBEMWAX4,MRS.37412E9K_4790,CB3AA8852E4,30/8/2025,5284-371-1686B3,MASKED_ITEM_16,304,F,IL,Q,OP_Q09BJJCQQ,MS.CN6KPNOV_5506,-1,,F,CB3AA8852E4,0556-252-4218B4,MASKED_ITEM_16,24/8/2025,145,C,ZONE_Z,P,2RR83949,OP_BWULDC6ME,MRS.7JNI08UM_4823,2,6145,MASKED_PROCESS_15,MASKED_MACHINE_15,MASKED_MODEL_15,21/8/2025,N,,,43,208,279,53.42,42.25,,,,,K7660035,OP_CES9EI7GU,MR.MJHCR9RR_5886,1,2719,,460,0.59,,,,,,,,,,,,,,,,,,,
7405-917-1653B4,27/8/2025,1286-068-9891B4,MASKED_ITEM_17,287,PCS,90.04,69.65,BT,S1,F,MASKED_23278,A85C3BB,485,0,OP_T31O27IIM,MRS.F28DF5XJ_7331,CB3AA8852E4,13/8/2025,3174-426-4951B7,MASKED_ITEM_17,131,S1,,Q,OP_C9PQAZ6P1,MS.Y7JVG0JL_9750,CB3AA8852E4,17/8/2025,8371-422-5268B3,MASKED_ITEM_17,383,C,S1,F,OP_82CF4MVPM,MRS.8TE9FRGR_2381,-1,,F,CB3AA8852E4,2021-231-1015B7,MASKED_ITEM_17,2/8/2025,403,M,S1,Q,INHD2407,OP_GN5BTRN5W,MR.BEOQFECQ_1728,2,6243,MASKED_PROCESS_16,MASKED_MACHINE_16,MASKED_MODEL_16,25/8/2025,N,,,278,267,342,56.71,99.18,,,,,F4SN9407,OP_OUJJNOEO7,MRS.N9RL0BQK_6069,2,FA99,,389,11.58,,,,,,,,,,,,,,,,,,,
2304-850-3919B4,12/8/2025,8600-202-2780B7,MASKED_ITEM_18,331,PCS,76.61,84.39,BT,S1,F,MASKED_84799,A85C3BB,156,0,OP_UBPWLM29Y,MRS.KVJO13GY_9865,CB3AA8852E4,3/8/2025,5292-799-1285B4,MASKED_ITEM_18,80,S3,,Q,OP_N4KXDPZL9,MRS.Z6WHZ0LE_8904,CB3AA8852E4,27/8/2025,8008-992-1930B4,MASKED_ITEM_18,186,F,IL,F,OP_KGWQHC2VM,MR.RI365IFJ_0849,-1,,C,CB3AA8852E4,8518-745-3880B3,MASKED_ITEM_18,30/8/2025,386,C,S1,F,X2EG1490,OP_YY8QDX5AM,MRS.BJYLL9V9_2210,2,5977,MASKED_PROCESS_17,MASKED_MACHINE_17,MASKED_MODEL_17,1/8/2025,D,,,445,190,444,63.44,64.05,,,,,D5YN0735,OP_CCBGTFV3R,MRS.J0IHYBVO_6897,3,FP39,,269,65.78,,,,,,,,,,,,,,,,,,,
7569-396-4863B3,1/9/2025,8289-156-2834B7,MASKED_ITEM_19,255,PCS,78.99,97.26,BT,IL,Q,MASKED_83661,A85C3BB,266,0,OP_VY3M90L8Z,MS.GO015A67_4180,CB3AA8852E4,25/8/2025,1133-126-1715B3,MASKED_ITEM_19,332,S2,,Q,OP_ILH3B60G6,MR.U23V1SAV_2730,CB3AA8852E4,26/8/2025,8570-958-6006B7,MASKED_ITEM_19,266,F,S3,F,OP_ZI3JGQPIA,MS.OO5U7BXF_3629,-1,,M,CB3AA8852E4,2489-779-8959B4,MASKED_ITEM_19,16/8/2025,452,C,S2,P,HA2I4302,OP_MMSNJSYI5,MS.B3BTFF8M_1467,2,6666,MASKED_PROCESS_18,MASKED_MACHINE_18,MASKED_MODEL_18,21/8/2025,N,,,111,21,84,41.77,73.43,,,,,ZAUQ4882,OP_AGMCUD9ZZ,MS.BW1O7MT1_2881,4,ZY32,,213,53.36,,,,,,,,,,,,,,,,,,,
5367-350-4668B3,11/8/2025,7969-187-8479B3,MASKED_ITEM_20,475,PCS,34.95,44.31,BT,S1,P,MASKED_47227,A85C3BB,108,0,OP_0L7JE5IYF,MRS.L49Q68VB_9880,CB3AA8852E4,10/8/2025,4057-773-4547B3,MASKED_ITEM_20,45,S2,,Q,OP_5VNKCOGR7,MRS.UB0PY3XG_3589,CB3AA8852E4,25/8/2025,7600-021-3762B7,MASKED_ITEM_20,430,M,IL,F,OP_QT8D7RT97,MRS.B3FQOJGA_2488,-1,,M,CB3AA8852E4,1455-020-9564B4,MASKED_ITEM_20,15/8/2025,363,F,IL,P,I5YX9033,OP_MZ1GR90DI,MR.4HI81UAR_1725,3,5494,MASKED_PROCESS_19,MASKED_MACHINE_19,MASKED_MODEL_19,17/8/2025,M,,,328,451,176,50.41,21.38,,,,,JLSW7598,OP_C7PLOMYI3,MR.WKR7JXZB_9809,,,,,,,,,,,,,,,,,,,,,,,,
3982-791-1881B7,24/8/2025,5170-457-6915B3,MASKED_ITEM_21,341,PCS,48.55,74.5,BT,ZONE_Z,Q,MASKED_40138,A85C3BB,402,0,OP_TYJ5GCTNP,MRS.SA059YC8_8865,CB3AA8852E4,7/8/2025,5710-380-2316B7,MASKED_ITEM_21,5,S2,,Q,OP_F15SWQ5WP,MS.7IZN5RJ7_9459,CB3AA8852E4,10/8/2025,3764-192-8829B7,MASKED_ITEM_21,153,C,ZONE_Z,P,OP_3I649QI57,MRS.BU6VND64_9522,-1,,C,CB3AA8852E4,9584-684-4413B7,MASKED_ITEM_21,23/8/2025,236,M,ZONE_Z,P,WK6L5864,OP_H946JUGKY,MRS.EAOIDE6G_1691,4,6003,MASKED_PROCESS_20,MASKED_MACHINE_20,MASKED_MODEL_20,17/8/2025,N,,,237,223,308,26.08,5.33,,,,,0Q8T1299,OP_E48ZYCQ1D,MS.2XF59W77_4338,1,VD08,,9,88.02,,,,,,,,,,,,,,,,,,,
8655-601-1618B3,2/8/2025,0458-394-2273B7,MASKED_ITEM_22,475,PCS,27.3,36.32,BT,S3,P,MASKED_71983,A85C3BB,269,0,OP_ZPOR6JK7T,MRS.R00DLBFK_7570,CB3AA8852E4,11/8/2025,3651-438-5972B3,MASKED_ITEM_22,55,S1,,F,OP_OAOGFKDX5,MR.25T5F6Q3_2763,CB3AA8852E4,1/9/2025,4867-609-0007B3,MASKED_ITEM_22,442,M,S3,Q,OP_YSRZKB9HF,MRS.1KLBYY3O_3502,-1,,M,CB3AA8852E4,2481-546-7873B4,MASKED_ITEM_22,18/8/2025,10,F,S1,P,9LI72127,OP_JYI5LW9XT,MRS.UJF4L6AD_6115,4,6940,MASKED_PROCESS_21,MASKED_MACHINE_21,MASKED_MODEL_21,23/8/2025,N,,,151,119,112,59.54,18.32,,,,,7RV65542,OP_3H5RNT8SZ,MR.10H25P8S_1263,2,JC12,,96,62.43,,,,,,,,,,,,,,,,,,,
3033-997-2405B4,15/8/2025,4604-866-8553B3,MASKED_ITEM_23,408,PCS,20.83,82.25,BT,ZONE_Z,Q,MASKED_74080,A85C3BB,162,0,OP_ALVQ0Y0EJ,MRS.AHV71VTO_2110,CB3AA8852E4,30/8/2025,3676-199-4006B4,MASKED_ITEM_23,26,S3,,F,OP_UTZB9XEON,MR.PAH3LK7P_1431,CB3AA8852E4,10/8/2025,3404-559-7870B7,MASKED_ITEM_23,243,F,S2,F,OP_0T4NZOVGP,MRS.79VTXFGT_9946,-1,,F,CB3AA8852E4,5923-506-6915B3,MASKED_ITEM_23,9/8/2025,188,C,S1,P,CBCY7829,OP_WSI8MTD26,MRS.VJ8YA8J9_7887,4,5710,MASKED_PROCESS_22,MASKED_MACHINE_22,MASKED_MODEL_22,19/8/2025,D,,,8,42,2,71.52,83.49,,,,,45WS1394,OP_VA3L52Q0R,MRS.KK1DO2J0_0287,3,4A20,,150,73.59,,,,,,,,,,,,,,,,,,,
1009-126-2616B3,29/8/2025,8947-473-3190B4,MASKED_ITEM_24,31,PCS,90.59,95.74,BT,S3,Q,MASKED_80597,A85C3BB,392,0,OP_O6SXVEK6B,MR.I6KW9KWZ_6040,CB3AA8852E4,23/8/2025,5268-773-6477B7,MASKED_ITEM_24,110,S3,,P,OP_8N1IBTARI,MRS.XFJL8FK1_5310,CB3AA8852E4,7/8/2025,1454-926-8335B7,MASKED_ITEM_24,361,M,S3,F,OP_P55AFS8JJ,MR.DVPXCP0J_5462,-1,,F,CB3AA8852E4,7360-803-9105B3,MASKED_ITEM_24,5/8/2025,251,F,S2,F,FZWW7806,OP_7FKMADRS0,MS.SXUL40GB_0628,5,6047,MASKED_PROCESS_23,MASKED_MACHINE_23,MASKED_MODEL_23,19/8/2025,M,,,308,332,415,36,63.1,,,,,YOIU0537,OP_0EA73T5JF,MR.SJRI1Z1A_0313,,,,,,,,,,,,,,,,,,,,,,,,
8030-059-8265B7,3/8/2025,9563-248-3321B4,MASKED_ITEM_25,495,PCS,27.34,83.34,BT,S1,Q,MASKED_25395,A85C3BB,233,0,OP_438B9NXU3,MR.KFCHQNXF_2054,CB3AA8852E4,29/8/2025,6981-258-2540B3,MASKED_ITEM_25,374,S1,,F,OP_O10WK599B,MS.4RI2H87I_6208,CB3AA8852E4,28/8/2025,6667-258-6089B3,MASKED_ITEM_25,258,F,IL,Q,OP_DI84W1FJZ,MR.Z9VFIMMH_9586,-1,,F,CB3AA8852E4,3350-860-7850B7,MASKED_ITEM_25,22/8/2025,421,F,ZONE_Z,Q,CXEP9403,OP_69WJANXIK,MS.BVNFMS2Y_6102,6,5641,MASKED_PROCESS_24,MASKED_MACHINE_24,MASKED_MODEL_24,16/8/2025,N,,,182,322,431,29.92,96.29,,,,,F0HG5698,OP_Z8EWJY1EQ,MR.OM3ONO63_9109,,,,,,,,,,,,,,,,,,,,,,,,
8672-065-7845B3,6/8/2025,3630-660-2966B7,MASKED_ITEM_26,319,PCS,88.16,83.27,BT,S1,Q,MASKED_78351,A85C3BB,67,0,OP_1L0RSLOXT,MRS.MP2K4QQA_7149,CB3AA8852E4,21/8/2025,7599-750-5028B4,MASKED_ITEM_26,177,IL,,Q,OP_WO43RNGBZ,MRS.1AVSG6ZU_2841,CB3AA8852E4,15/8/2025,5050-658-8110B4,MASKED_ITEM_26,332,F,S2,F,OP_RX5B7QGV4,MRS.7OVUZJGD_9852,-1,,C,CB3AA8852E4,8827-032-1757B3,MASKED_ITEM_26,9/8/2025,172,F,S2,F,4W7D3431,OP_TKFJ52673,MRS.MREC6CRF_8686,7,5236,MASKED_PROCESS_25,MASKED_MACHINE_25,MASKED_MODEL_25,31/8/2025,N,,,252,443,293,29.28,77.92,,,,,7NU57749,OP_IPJIJCW4X,MRS.958B6MD6_3142,,,,,,,,,,,,,,,,,,,,,,,,
5762-913-9639B7,6/8/2025,9832-447-5013B3,MASKED_ITEM_27,403,PCS,29.27,52.52,BT,ZONE_Z,P,MASKED_13839,A85C3BB,435,0,OP_7F4224SY1,MRS.2R7WQORE_3345,CB3AA8852E4,20/8/2025,0474-033-9887B4,MASKED_ITEM_27,147,S3,,F,OP_UGSOC4CP9,MRS.V4W26N5Z_3708,CB3AA8852E4,14/8/2025,3406-385-4920B4,MASKED_ITEM_27,300,C,IL,F,OP_WE0VMCRUF,MRS.MHBN876D_4163,-1,,C,CB3AA8852E4,5099-317-4468B4,MASKED_ITEM_27,28/8/2025,417,C,IL,Q,2M951035,OP_NPC01HOMS,MS.K6S7603L_4329,8,6699,MASKED_PROCESS_26,MASKED_MACHINE_26,MASKED_MODEL_26,9/8/2025,M,,,222,499,348,79.27,68.11,,,,,QZ0B8339,OP_O676HW213,MR.5TV79441_0612,1,D154,,295,9.53,,,,,,,,,,,,,,,,,,,
